Close,Open,High,Low,Date,Volume,Daily return,Mean of daily returns,Daily return daviations,Square of deviations,Varianca of daily returns,Daily votality,Price Movement,Target
244.4,249.07,252.42,242.02,09/06/2023,200242371,4.06199438,0.04,-4.02,16.19760086,10.90151708,3.301744552,-1.874974907,0
249.83,247.94,250.97,244.59,12/06/2023,150740523,2.221767594,0.02,-2.2,4.833485864,10.88293433,3.298929271,0.762281197,1
258.71,253.51,259.68,251.34,13/06/2023,162384343,3.554417004,0.02,-3.54,12.52388179,10.90423521,3.302156146,2.051201136,1
256.79,260.17,261.57,250.5,14/06/2023,170575536,-0.742143713,0,0.75,0.555242629,10.89851208,3.301289457,-1.299150555,0
255.9,248.4,258.95,247.29,15/06/2023,160171238,-0.346586705,0.01,0.35,0.124066959,10.93519034,3.306839932,3.019323671,1
260.54,258.92,263.6,257.21,16/06/2023,167915649,1.813208284,0.01,-1.81,3.262756168,10.97366409,3.312652123,0.625675884,1
274.45,261.5,274.75,261.12,20/06/2023,165611217,5.338911492,0,-5.34,28.49920228,11.00120304,3.316806151,4.952198853,1
259.46,275.13,276.99,257.78,21/06/2023,211797109,-5.461832756,-0.02,5.44,29.62783353,10.9384862,3.307338235,-5.695489405,0
264.61,250.77,265,248.25,22/06/2023,166875944,1.984891698,0,-1.98,3.936252982,10.87125833,3.29715913,5.519001475,1
256.6,259.29,262.45,252.8,23/06/2023,177460803,-3.027096482,-0.01,3.02,9.125392672,10.89629445,3.300953567,-1.037448417,0
241.05,250.07,258.37,240.7,26/06/2023,179990552,-6.060015588,0,6.06,36.7804723,10.90271076,3.301925312,-3.606990043,0
250.21,243.24,250.39,240.85,27/06/2023,164968214,3.800041485,0.03,-3.77,14.23789126,10.80860981,3.287645025,2.865482651,1
256.24,249.7,259.88,248.89,28/06/2023,159770797,2.40997562,0.01,-2.4,5.74569714,10.79609419,3.285741041,2.619142972,1
257.5,258.03,260.74,253.61,29/06/2023,131283360,0.491726506,0,-0.49,0.237704572,10.81459381,3.288554973,-0.205402473,0
261.77,260.6,264.45,259.89,30/06/2023,112620784,1.658252427,0,-1.66,2.741898637,10.85347943,3.294461933,0.448963929,1
279.82,276.49,284.25,275.11,03/07/2023,119685891,6.895366161,0,-6.9,47.59746889,10.88341146,3.299001586,1.204383522,1
282.48,278.82,283.85,277.6,05/07/2023,131530862,0.950611107,-0.03,-0.98,0.960182505,10.74743347,3.278327847,1.312674844,1
276.54,278.09,279.97,272.88,06/07/2023,120707419,-2.102803738,-0.03,2.07,4.284416083,10.78381731,3.283872303,-0.557373512,0
274.43,278.43,280.78,273.77,07/07/2023,113879174,-0.762999928,-0.03,0.74,0.544352887,10.8080688,3.287562745,-1.4366268,0
269.61,276.47,277.52,265.1,10/07/2023,119425405,-1.756367744,-0.02,1.73,3.006526648,10.84650969,3.293403966,-2.481281875,0
269.79,268.65,270.9,266.37,11/07/2023,91972358,0.066763102,-0.02,-0.08,0.006835723,10.87598331,3.297875575,0.424343942,1
271.99,276.33,276.52,271.46,12/07/2023,95672139,0.815449053,-0.02,-0.83,0.691685597,10.91699896,3.304088219,-1.570585894,0
277.9,274.59,279.45,270.6,13/07/2023,112681458,2.172874003,-0.02,-2.19,4.805967152,10.95573121,3.30994429,1.205433555,1
281.38,277.01,285.3,276.31,14/07/2023,120062369,1.25224901,-0.03,-1.28,1.638303188,10.97911434,3.313474662,1.577560377,1
290.38,286.63,292.23,283.57,17/07/2023,131569593,3.198521572,-0.03,-3.23,10.44013707,11.01476629,3.318850146,1.308306876,1
293.34,290.15,295.26,286.01,18/07/2023,112434713,1.01935395,-0.04,-1.06,1.132803126,11.01696793,3.319181817,1.099431329,1
291.26,296.04,299.29,289.52,19/07/2023,142355353,-0.709074794,-0.05,0.66,0.435603847,11.05498395,3.324903601,-1.614646669,0
262.9,279.56,280.93,261.2,20/07/2023,175158273,-9.737004738,-0.05,9.69,93.90542458,11.09598542,3.331063707,-5.959364716,0
260.02,268,268,255.8,21/07/2023,161796073,-1.095473564,-0.01,1.09,1.180503899,10.7750186,3.282532346,-2.97761194,0
269.06,255.85,269.85,254.12,24/07/2023,137005037,3.476655642,0,-3.48,12.12008732,10.81235134,3.288214005,5.163181552,1
265.28,272.38,272.9,265,25/07/2023,112757327,-1.404891102,-0.02,1.39,1.922537487,10.807243,3.287437148,-2.606652471,0
264.35,263.25,268.04,261.75,26/07/2023,95856177,-0.350572979,-0.01,0.34,0.11402463,10.84208498,3.292732146,0.417853751,1
255.71,268.31,269.13,255.3,27/07/2023,103697263,-3.268394174,-0.01,3.26,10.60691532,10.88432144,3.2991395,-4.696060527,0
266.44,259.86,267.25,258.23,28/07/2023,111446026,4.196159712,0,-4.19,17.5968093,10.88541791,3.299305671,2.532132687,1
267.43,267.48,269.08,263.78,31/07/2023,84582172,0.371565831,-0.02,-0.39,0.149697389,10.8587854,3.295267122,-0.018692986,0
261.07,266.26,266.47,260.25,01/08/2023,83645720,-2.378192424,-0.02,2.36,5.575781717,10.90145109,3.301734558,-1.949222564,0
254.11,255.57,259.52,250.49,02/08/2023,101752865,-2.66595166,-0.01,2.66,7.067695604,10.92275377,3.304958966,-0.571272059,0
259.32,252.04,260.49,252,03/08/2023,97829545,2.05029318,0,-2.05,4.190431234,10.93823593,3.307300399,2.888430408,1
253.86,260.97,264.77,253.11,04/08/2023,99539907,-2.10550671,-0.01,2.1,4.412063939,10.96544482,3.311411303,-2.724451086,0
251.45,251.45,253.65,242.76,07/08/2023,111097943,-0.949342157,0,0.95,0.907886567,10.99197673,3.315415016,0,0
